target_n,depth,d_model,n_heads,d_ff,active_n,pad_ratio,alpha,train_ce,val_ce,test_ce,aofe,aofe_ratio,wtw_aofe_ratio,steps_run,elapsed_s
5000000,1,612,153,2448,4968216,0.0064,0.0016,1.235969,1.220938,1.239662,106256306176.0,0.914823,0.902444,27465,1635.5
5000000,2,440,110,1760,4988720,0.0023,0.0045,1.198134,1.182562,1.203242,93244072960.0,0.938528,0.917758,27465,2176.1
5000000,3,360,90,1440,4947120,0.0106,0.0083,1.099547,1.086355,1.106232,11801685312.0,0.93436,0.923378,27465,2577.5
5000000,4,312,78,1248,4917744,0.0165,0.0128,1.090486,1.07771,1.096715,4188444960.0,0.924933,0.921946,27465,2986.8
5000000,5,280,70,1120,4925200,0.015,0.0179,1.072674,1.061545,1.078255,7794580928.0,0.935091,0.918351,27465,3296.8
5000000,6,256,64,1024,4921856,0.0156,0.0234,1.078147,1.0656,1.083606,7858028928.0,0.937687,0.911321,27465,3437.1
5000000,8,224,56,896,4996544,0.0007,0.0357,1.073323,1.060266,1.07771,4931815296.0,0.936975,0.904336,27465,4025.4
5000000,10,200,50,800,4962000,0.0076,0.05,1.073138,1.060004,1.078595,7463014528.0,0.944634,0.904582,27465,4488.1
5000000,12,180,45,720,4812840,0.0374,0.0667,1.078196,1.065597,1.082525,6371967872.0,0.942335,0.898036,27465,4879.7
